0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
0.5005	0.4995	-2.21822e-016	0.4995	0.5005	4.43867e-016	-2.21822e-016	4.43867e-016	1	
