-34.0019	-34.0019	768
-302.818	-302.818	3440
-96.6654	-96.6654	773
-101.737	-101.737	772
-96.9523	-96.9523	765
-117.005	-117.005	815
-175.1	-175.1	1017
-197.369	-197.369	983
-742.794	-742.794	3440
-199.114	-199.114	915
-176.765	-176.765	927
-141.644	-141.644	932
-115.063	-115.063	896
-97.1873	-97.1873	858
-84.9485	-84.9485	837
-65.6879	-65.6879	808
-40.6749	-40.6749	772
-15.9488	-15.9488	770
-1.6947	-1.6947	770
-16.8415	-16.8415	752
