0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	8.3197e-017	0.4995	0.5005	8.33364e-017	8.3197e-017	8.33364e-017	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	-1.94086e-016	0.4995	0.5005	3.32864e-016	-1.94086e-016	3.32864e-016	1	
0.5005	0.4995	-7.73151e-020	0.4995	0.5005	2.78329e-017	-7.73151e-020	2.78329e-017	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	2.77573e-017	0.4995	0.5005	8.3265e-017	2.77573e-017	8.3265e-017	1	
0.5005	0.4995	-7.73151e-020	0.4995	0.5005	2.78329e-017	-7.73151e-020	2.78329e-017	1	
0.5005	0.4995	-7.73151e-020	0.4995	0.5005	2.78329e-017	-7.73151e-020	2.78329e-017	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	-1.94086e-016	0.4995	0.5005	3.32864e-016	-1.94086e-016	3.32864e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
0.5005	0.4995	5.55572e-017	0.4995	0.5005	3.05265e-016	5.55572e-017	3.05265e-016	1	
