-35.2943	-35.2943	768
-288.481	-288.481	3341
-454.092	-454.092	3583
-105.771	-105.771	773
-141.517	-141.517	1102
-105.427	-105.427	800
-165.686	-165.686	1033
-0	-0	0
-190.394	-190.394	925
-191.834	-191.834	917
-167.405	-167.405	927
-137.673	-137.673	937
-107.948	-107.948	875
-88.7301	-88.7301	860
-79.7584	-79.7584	827
-69.3665	-69.3665	788
-45.4963	-45.4963	788
-21.2145	-21.2145	773
-6.86015	-6.86015	768
-11.9517	-11.9517	763
