250.25	-249.75	1.54686e-005	-249.75	250.25	-1.54686e-005	1.54686e-005	-1.54686e-005	0.5	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
250.25	-249.75	1.54686e-005	-249.75	250.25	-1.54686e-005	1.54686e-005	-1.54686e-005	0.5	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
1	0	0	0	1	0	0	0	1	
